"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"483","","","","","","","189611.453125","189611.453125","189611.453125","","","","","","","95866.234375","95866.234375","95866.234375"
"484","","","","","","","189534.5","189534.5","189534.5","","","","","","","96098.34375","96098.34375","96098.34375"
"485","","","","","","","189438.234375","189438.234375","189438.234375","","","","","","","95554.1328125","95554.1328125","95554.1328125"
"486","","","","","","","189316.953125","189316.953125","189316.953125","","","","","","","96027.9921875","96027.9921875","96027.9921875"
"487","","","","","","","189353.28125","189353.28125","189353.28125","","","","","","","95576.7734375","95576.7734375","95576.7734375"
"488","","","","","","","189423.890625","189423.890625","189423.890625","","","","","","","95908.5","95908.5","95908.5"
"489","","","","","","","189363.609375","189363.609375","189363.609375","","","","","","","96085.390625","96085.390625","96085.390625"
"490","","","","","","","189441.4375","189441.4375","189441.4375","","","","","","","95895.671875","95895.671875","95895.671875"
"491","","","","","","","189313.3125","189313.3125","189313.3125","","","","","","","96112.015625","96112.015625","96112.015625"
"492","","","","","","","189484.421875","189484.421875","189484.421875","","","","","","","95448.5078125","95448.5078125","95448.5078125"
"493","","","","","","","189601.84375","189601.84375","189601.84375","","","","","","","96250.7734375","96250.7734375","96250.7734375"
"494","","","","","","","189561.765625","189561.765625","189561.765625","","","","","","","95590.5234375","95590.5234375","95590.5234375"
"495","","","","","","","189485.59375","189485.59375","189485.59375","","","","","","","95993.9296875","95993.9296875","95993.9296875"
"496","","","","","","","189428.78125","189428.78125","189428.78125","","","","","","","95810.7578125","95810.7578125","95810.7578125"
"497","","","","","","","189770.96875","189770.96875","189770.96875","","","","","","","95894.7734375","95894.7734375","95894.7734375"
"498","","","","","","","189369.796875","189369.796875","189369.796875","","","","","","","96035.1640625","96035.1640625","96035.1640625"
"499","","","","","","","189604","189604","189604","","","","","","","95782.1171875","95782.1171875","95782.1171875"
"500","","","","","","","17338.546875","17338.546875","17338.546875","","","","","","","10501.9091796875","10501.9091796875","10501.9091796875"
"501","","","","","","","196421.46875","196421.46875","196421.46875","","","","","","","99005.53125","99005.53125","99005.53125"
"502","","","","","","","191629.21875","191629.21875","191629.21875","","","","","","","96696.3125","96696.3125","96696.3125"
"503","","","","","","","190819.3125","190819.3125","190819.3125","","","","","","","96505.5390625","96505.5390625","96505.5390625"
"504","","","","","","","191272.546875","191272.546875","191272.546875","","","","","","","96312.8203125","96312.8203125","96312.8203125"
"505","","","","","","","191092.953125","191092.953125","191092.953125","","","","","","","96249.3046875","96249.3046875","96249.3046875"
"506","","","","","","","190763.546875","190763.546875","190763.546875","","","","","","","95933.015625","95933.015625","95933.015625"
"507","","","","","","","190896.6875","190896.6875","190896.6875","","","","","","","96014.546875","96014.546875","96014.546875"
"508","","","","","","","190698.25","190698.25","190698.25","","","","","","","96146.1640625","96146.1640625","96146.1640625"
"509","","","","","","","190660.28125","190660.28125","190660.28125","","","","","","","96055.4609375","96055.4609375","96055.4609375"
"510","","","","","","","192443.4375","192443.4375","192443.4375","","","","","","","96037.9140625","96037.9140625","96037.9140625"
"511","","","","","","","189245.9375","189245.9375","189245.9375","","","","","","","95867.5625","95867.5625","95867.5625"
"512","","","","","","","189687.78125","189687.78125","189687.78125","","","","","","","","",""
"513","","","","","","","190145","190145","190145","","","","100032.5703125","100032.5703125","100032.5703125","","",""
"514","","","","","","","189484.15625","189484.15625","189484.15625","","","","97456.640625","97456.640625","97456.640625","","",""
"515","","","","","","","190105.109375","190105.109375","190105.109375","","","","97075.7578125","97075.7578125","97075.7578125","","",""
"516","","","","","","","190070.265625","190070.265625","190070.265625","","","","96749.7421875","96749.7421875","96749.7421875","","",""
"517","","","","","","","189452.71875","189452.71875","189452.71875","","","","96672.5390625","96672.5390625","96672.5390625","","",""
"518","","","","","","","190063.5625","190063.5625","190063.5625","","","","96534.234375","96534.234375","96534.234375","","",""
"519","","","","","","","188964.71875","188964.71875","188964.71875","","","","96421.78125","96421.78125","96421.78125","","",""
"520","","","","","","","189671.9375","189671.9375","189671.9375","","","","96329.953125","96329.953125","96329.953125","","",""
"521","","","","","","","189562.9375","189562.9375","189562.9375","","","","96275.0859375","96275.0859375","96275.0859375","","",""
"522","","","","","","","190543","190543","190543","","","","96242.6171875","96242.6171875","96242.6171875","","",""
"523","","","","","","","189387.390625","189387.390625","189387.390625","","","","96344.734375","96344.734375","96344.734375","","",""
"524","","","","","","","190015.609375","190015.609375","190015.609375","","","","96310.328125","96310.328125","96310.328125","","",""
"525","","","","","","","189951.0625","189951.0625","189951.0625","","","","96268.9375","96268.9375","96268.9375","","",""
"526","","","","","","","189157.671875","189157.671875","189157.671875","","","","96105.296875","96105.296875","96105.296875","","",""
"527","","","","","","","189701.921875","189701.921875","189701.921875","","","","96358.1796875","96358.1796875","96358.1796875","","",""
"528","","","","","","","189594.40625","189594.40625","189594.40625","","","","96334.0234375","96334.0234375","96334.0234375","","",""
"529","","","","","","","189966.875","189966.875","189966.875","","","","96310.2265625","96310.2265625","96310.2265625","","",""
"530","","","","","","","189182.515625","189182.515625","189182.515625","","","","96209.46875","96209.46875","96209.46875","","",""
"531","","","","","","","189406.921875","189406.921875","189406.921875","","","","96237.3203125","96237.3203125","96237.3203125","","",""
"532","","","","","","","190266.6875","190266.6875","190266.6875","","","","96305.7890625","96305.7890625","96305.7890625","","",""
"533","","","","","","","190390.03125","190390.03125","190390.03125","","","","96372.15625","96372.15625","96372.15625","","",""
"534","","","","","","","190630.984375","190630.984375","190630.984375","","","","96345.7578125","96345.7578125","96345.7578125","","",""
"535","","","","","","","190900.421875","190900.421875","190900.421875","","","","96266.578125","96266.578125","96266.578125","","",""
"536","","","","","","","189000.65625","189000.65625","189000.65625","","","","96284.421875","96284.421875","96284.421875","","",""
"537","","","","","","","182898.25","182898.25","182898.25","","","","96251.5390625","96251.5390625","96251.5390625","","",""
"538","","","","","","","190397.84375","190397.84375","190397.84375","","","","96419.390625","96419.390625","96419.390625","","",""
"539","","","","","","","189137.28125","189137.28125","189137.28125","","","","96428.328125","96428.328125","96428.328125","","",""
"540","","","","","","","189425.15625","189425.15625","189425.15625","","","","96427.765625","96427.765625","96427.765625","","",""
"541","","","","","","","189896.890625","189896.890625","189896.890625","","","","96311.8359375","96311.8359375","96311.8359375","","",""
"542","","","","","","","189236.34375","189236.34375","189236.34375","","","","96358.359375","96358.359375","96358.359375","","",""
"543","","","","","","","188929.671875","188929.671875","188929.671875","","","","96360.0234375","96360.0234375","96360.0234375","","",""
"544","","","","","","","189683.90625","189683.90625","189683.90625","","","","96403.5234375","96403.5234375","96403.5234375","","",""
"545","","","","","","","189364.0625","189364.0625","189364.0625","","","","96428.90625","96428.90625","96428.90625","","",""
"546","","","","","","","189377.078125","189377.078125","189377.078125","","","","96182.1640625","96182.1640625","96182.1640625","","",""
"547","","","","","","","190945.28125","190945.28125","190945.28125","","","","96449.234375","96449.234375","96449.234375","","",""
"548","","","","","","","188875.6875","188875.6875","188875.6875","","","","96423.1640625","96423.1640625","96423.1640625","","",""
"549","","","","","","","189496.53125","189496.53125","189496.53125","","","","96439.4296875","96439.4296875","96439.4296875","","",""
"550","","","","","","","189321.21875","189321.21875","189321.21875","","","","96344.046875","96344.046875","96344.046875","","",""
"551","","","","","","","189367.0625","189367.0625","189367.0625","","","","96359.8203125","96359.8203125","96359.8203125","","",""
"552","","","","","","","189461.875","189461.875","189461.875","","","","96451.40625","96451.40625","96451.40625","","",""
"553","","","","","","","189340.625","189340.625","189340.625","","","","96220.359375","96220.359375","96220.359375","","",""
"554","","","","","","","189370.359375","189370.359375","189370.359375","","","","96448.7265625","96448.7265625","96448.7265625","","",""
"555","","","","","","","189457.046875","189457.046875","189457.046875","","","","96458.3125","96458.3125","96458.3125","","",""
"556","","","","","","","189209.140625","189209.140625","189209.140625","","","","96326.234375","96326.234375","96326.234375","","",""
"557","","","","","","","189454.328125","189454.328125","189454.328125","","","","96394.171875","96394.171875","96394.171875","","",""
"558","","","","","","","189309.421875","189309.421875","189309.421875","","","","96409.53125","96409.53125","96409.53125","","",""
"559","","","","","","","189272.5","189272.5","189272.5","","","","96353.2421875","96353.2421875","96353.2421875","","",""
"560","","","","","","","190193.71875","190193.71875","190193.71875","","","","96426.203125","96426.203125","96426.203125","","",""
"561","","","","","","","190082.5","190082.5","190082.5","","","","96093.71875","96093.71875","96093.71875","","",""
"562","","","","","","","189199.484375","189199.484375","189199.484375","","","","96349.90625","96349.90625","96349.90625","","",""
"563","","","","","","","189391.78125","189391.78125","189391.78125","","","","96320.421875","96320.421875","96320.421875","","",""
"564","","","","","","","189376.453125","189376.453125","189376.453125","","","","96351.7734375","96351.7734375","96351.7734375","","",""
"565","","","","","","","189367.0625","189367.0625","189367.0625","","","","96287.7265625","96287.7265625","96287.7265625","","",""
"566","","","","","","","189163.25","189163.25","189163.25","","","","96200.2421875","96200.2421875","96200.2421875","","",""
"567","","","","","","","189618.40625","189618.40625","189618.40625","","","","96345.015625","96345.015625","96345.015625","","",""
"568","","","","","","","189375.15625","189375.15625","189375.15625","","","","96273.9453125","96273.9453125","96273.9453125","","",""
"569","","","","","","","189610.40625","189610.40625","189610.40625","","","","96286.5","96286.5","96286.5","","",""
"570","","","","","","","189329.359375","189329.359375","189329.359375","","","","96292.1796875","96292.1796875","96292.1796875","","",""
