"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"1101","66285.0234375","66285.0234375","66285.0234375","40551.671875","40551.671875","40551.671875","125093.0390625","125093.0390625","125093.0390625","75745.9296875","75745.9296875","75745.9296875","","",""
"1102","94339.9140625","94339.9140625","94339.9140625","51336.6484375","51336.6484375","51336.6484375","191099.125","191099.125","191099.125","96400.3046875","96400.3046875","96400.3046875","","",""
"1103","94732.6015625","94732.6015625","94732.6015625","51254.17578125","51254.17578125","51254.17578125","187046.34375","187046.34375","187046.34375","96414.3515625","96414.3515625","96414.3515625","","",""
"1104","94415.40625","94415.40625","94415.40625","51259.25390625","51259.25390625","51259.25390625","190974.203125","190974.203125","190974.203125","96440.9140625","96440.9140625","96440.9140625","","",""
"1105","94622.1171875","94622.1171875","94622.1171875","51246.4375","51246.4375","51246.4375","189694.203125","189694.203125","189694.203125","96307.0625","96307.0625","96307.0625","","",""
"1106","94688.21875","94688.21875","94688.21875","51236.6875","51236.6875","51236.6875","187177.671875","187177.671875","187177.671875","96111.84375","96111.84375","96111.84375","","",""
"1107","94615.3828125","94615.3828125","94615.3828125","51307.2109375","51307.2109375","51307.2109375","190063.984375","190063.984375","190063.984375","96335.5859375","96335.5859375","96335.5859375","","",""
"1108","96184.875","96184.875","96184.875","51341.8828125","51341.8828125","51341.8828125","188378.65625","188378.65625","188378.65625","96212.28125","96212.28125","96212.28125","","",""
"1109","99110.796875","99110.796875","99110.796875","51314.40625","51314.40625","51314.40625","190022.828125","190022.828125","190022.828125","96312.578125","96312.578125","96312.578125","","",""
"1110","99456.5390625","99456.5390625","99456.5390625","51379.91796875","51379.91796875","51379.91796875","189976.015625","189976.015625","189976.015625","96311.8828125","96311.8828125","96311.8828125","","",""
"1111","99242.4765625","99242.4765625","99242.4765625","51246.4375","51246.4375","51246.4375","186343.546875","186343.546875","186343.546875","96243.296875","96243.296875","96243.296875","","",""
"1112","99361.140625","99361.140625","99361.140625","51314.26953125","51314.26953125","51314.26953125","189319.3125","189319.3125","189319.3125","96309.9375","96309.9375","96309.9375","","",""
"1113","99358.6328125","99358.6328125","99358.6328125","51321.921875","51321.921875","51321.921875","189751.765625","189751.765625","189751.765625","96292.359375","96292.359375","96292.359375","","",""
"1114","99395.59375","99395.59375","99395.59375","51310.8671875","51310.8671875","51310.8671875","188376.21875","188376.21875","188376.21875","96358.375","96358.375","96358.375","","",""
"1115","99258.5546875","99258.5546875","99258.5546875","51279.8828125","51279.8828125","51279.8828125","189914.265625","189914.265625","189914.265625","96437.09375","96437.09375","96437.09375","","",""
"1116","99106.671875","99106.671875","99106.671875","51268.03125","51268.03125","51268.03125","186218.765625","186218.765625","186218.765625","96223.046875","96223.046875","96223.046875","","",""
"1117","98377.140625","98377.140625","98377.140625","51271.87109375","51271.87109375","51271.87109375","188721.984375","188721.984375","188721.984375","96328.09375","96328.09375","96328.09375","","",""
"1118","93455.7734375","93455.7734375","93455.7734375","51282.75","51282.75","51282.75","189874.640625","189874.640625","189874.640625","96340.359375","96340.359375","96340.359375","","",""
"1119","92844.0234375","92844.0234375","92844.0234375","51315.48046875","51315.48046875","51315.48046875","189477.625","189477.625","189477.625","96322.65625","96322.65625","96322.65625","","",""
"1120","92615.296875","92615.296875","92615.296875","51296.5390625","51296.5390625","51296.5390625","188932.796875","188932.796875","188932.796875","96398.5234375","96398.5234375","96398.5234375","","",""
"1121","92487.7421875","92487.7421875","92487.7421875","51223.16015625","51223.16015625","51223.16015625","187902.890625","187902.890625","187902.890625","96363.5","96363.5","96363.5","","",""
"1122","92943.0546875","92943.0546875","92943.0546875","51273.71484375","51273.71484375","51273.71484375","190639.640625","190639.640625","190639.640625","96291.9140625","96291.9140625","96291.9140625","","",""
"1123","93392.671875","93392.671875","93392.671875","51283.76953125","51283.76953125","51283.76953125","189866.453125","189866.453125","189866.453125","96262.5234375","96262.5234375","96262.5234375","","",""
"1124","93046.5234375","93046.5234375","93046.5234375","51292.60546875","51292.60546875","51292.60546875","191086.046875","191086.046875","191086.046875","96359.4453125","96359.4453125","96359.4453125","","",""
"1125","92379.15625","92379.15625","92379.15625","51255.6328125","51255.6328125","51255.6328125","190315.328125","190315.328125","190315.328125","96320.8671875","96320.8671875","96320.8671875","","",""
"1126","92373.046875","92373.046875","92373.046875","51156.6796875","51156.6796875","51156.6796875","185694.78125","185694.78125","185694.78125","96247.734375","96247.734375","96247.734375","","",""
"1127","93898.578125","93898.578125","93898.578125","51197.76171875","51197.76171875","51197.76171875","188802.546875","188802.546875","188802.546875","96290.65625","96290.65625","96290.65625","","",""
"1128","93857.984375","93857.984375","93857.984375","51216.9453125","51216.9453125","51216.9453125","189741.734375","189741.734375","189741.734375","96331.8671875","96331.8671875","96331.8671875","","",""
"1129","99311.9296875","99311.9296875","99311.9296875","51224.578125","51224.578125","51224.578125","189530.40625","189530.40625","189530.40625","96309.734375","96309.734375","96309.734375","","",""
"1130","99529.671875","99529.671875","99529.671875","51234.73046875","51234.73046875","51234.73046875","189514.1875","189514.1875","189514.1875","96389.9296875","96389.9296875","96389.9296875","","",""
"1131","95486.4765625","95486.4765625","95486.4765625","51235.3671875","51235.3671875","51235.3671875","186375.359375","186375.359375","186375.359375","96322.53125","96322.53125","96322.53125","","",""
"1132","92159.7734375","92159.7734375","92159.7734375","51302.87109375","51302.87109375","51302.87109375","189799.15625","189799.15625","189799.15625","96416.890625","96416.890625","96416.890625","","",""
"1133","92318.1640625","92318.1640625","92318.1640625","51328.23046875","51328.23046875","51328.23046875","188782.125","188782.125","188782.125","96370.3828125","96370.3828125","96370.3828125","","",""
"1134","93073.71875","93073.71875","93073.71875","51331.53125","51331.53125","51331.53125","189365.53125","189365.53125","189365.53125","96386.578125","96386.578125","96386.578125","","",""
"1135","92845.78125","92845.78125","92845.78125","51327.2265625","51327.2265625","51327.2265625","191212.25","191212.25","191212.25","96271.359375","96271.359375","96271.359375","","",""
"1136","95150.6875","95150.6875","95150.6875","51258.3046875","51258.3046875","51258.3046875","186717.46875","186717.46875","186717.46875","96217.9609375","96217.9609375","96217.9609375","","",""
"1137","95356.5859375","95356.5859375","95356.5859375","51300.203125","51300.203125","51300.203125","190257.671875","190257.671875","190257.671875","96423.2265625","96423.2265625","96423.2265625","","",""
"1138","94671.3359375","94671.3359375","94671.3359375","51321.01953125","51321.01953125","51321.01953125","189245.3125","189245.3125","189245.3125","96324.890625","96324.890625","96324.890625","","",""
"1139","95641.3203125","95641.3203125","95641.3203125","51293.5703125","51293.5703125","51293.5703125","189666.6875","189666.6875","189666.6875","96386.890625","96386.890625","96386.890625","","",""
"1140","94269.078125","94269.078125","94269.078125","51306.46484375","51306.46484375","51306.46484375","188985.328125","188985.328125","188985.328125","96378.0625","96378.0625","96378.0625","","",""
"1141","92709.765625","92709.765625","92709.765625","51220.78515625","51220.78515625","51220.78515625","187768.5","187768.5","187768.5","96152.1171875","96152.1171875","96152.1171875","","",""
"1142","94057.21875","94057.21875","94057.21875","51280.60546875","51280.60546875","51280.60546875","190129.265625","190129.265625","190129.265625","96349.9765625","96349.9765625","96349.9765625","","",""
"1143","94894.765625","94894.765625","94894.765625","51260.94140625","51260.94140625","51260.94140625","188895.359375","188895.359375","188895.359375","96329.234375","96329.234375","96329.234375","","",""
"1144","95077.9609375","95077.9609375","95077.9609375","51146.296875","51146.296875","51146.296875","189851.171875","189851.171875","189851.171875","96300.703125","96300.703125","96300.703125","","",""
"1145","94865.7109375","94865.7109375","94865.7109375","51114.828125","51114.828125","51114.828125","190524.640625","190524.640625","190524.640625","96341.3359375","96341.3359375","96341.3359375","","",""
"1146","94476.140625","94476.140625","94476.140625","51083.83984375","51083.83984375","51083.83984375","187262.34375","187262.34375","187262.34375","96278.578125","96278.578125","96278.578125","","",""
"1147","94593.0234375","94593.0234375","94593.0234375","51145.46875","51145.46875","51145.46875","189797.4375","189797.4375","189797.4375","96206.8203125","96206.8203125","96206.8203125","","",""
"1148","94879.015625","94879.015625","94879.015625","51149.6796875","51149.6796875","51149.6796875","190461.515625","190461.515625","190461.515625","96378.2578125","96378.2578125","96378.2578125","","",""
"1149","94730.3984375","94730.3984375","94730.3984375","51134.19140625","51134.19140625","51134.19140625","189218.578125","189218.578125","189218.578125","96321.7109375","96321.7109375","96321.7109375","","",""
"1150","94587.6015625","94587.6015625","94587.6015625","51079.765625","51079.765625","51079.765625","190357.625","190357.625","190357.625","96331.6015625","96331.6015625","96331.6015625","","",""
"1151","94528.578125","94528.578125","94528.578125","51070.56640625","51070.56640625","51070.56640625","186207.890625","186207.890625","186207.890625","96259.7265625","96259.7265625","96259.7265625","","",""
"1152","95040.9921875","95040.9921875","95040.9921875","51138.21875","51138.21875","51138.21875","189948.1875","189948.1875","189948.1875","96374.125","96374.125","96374.125","","",""
"1153","94889.578125","94889.578125","94889.578125","51147.828125","51147.828125","51147.828125","190461.765625","190461.765625","190461.765625","96410.25","96410.25","96410.25","","",""
"1154","95840.7578125","95840.7578125","95840.7578125","51174.24609375","51174.24609375","51174.24609375","189278.296875","189278.296875","189278.296875","96458.8671875","96458.8671875","96458.8671875","","",""
"1155","93457.609375","93457.609375","93457.609375","51221.0234375","51221.0234375","51221.0234375","188007.484375","188007.484375","188007.484375","96483.671875","96483.671875","96483.671875","","",""
"1156","94084.2421875","94084.2421875","94084.2421875","51229.6640625","51229.6640625","51229.6640625","186489.84375","186489.84375","186489.84375","96375.6875","96375.6875","96375.6875","","",""
"1157","94428.9296875","94428.9296875","94428.9296875","51308.91796875","51308.91796875","51308.91796875","190327.984375","190327.984375","190327.984375","96616.2265625","96616.2265625","96616.2265625","","",""
"1158","94732.265625","94732.265625","94732.265625","51343.6796875","51343.6796875","51343.6796875","190256.515625","190256.515625","190256.515625","96531.421875","96531.421875","96531.421875","","",""
"1159","94163.5234375","94163.5234375","94163.5234375","51374.2109375","51374.2109375","51374.2109375","190308.96875","190308.96875","190308.96875","96685.7109375","96685.7109375","96685.7109375","","",""
"1160","95024.7109375","95024.7109375","95024.7109375","51404.671875","51404.671875","51404.671875","189090.5625","189090.5625","189090.5625","96580.0703125","96580.0703125","96580.0703125","","",""
"1161","93296.3125","93296.3125","93296.3125","51334.37109375","51334.37109375","51334.37109375","188354.140625","188354.140625","188354.140625","96496.5546875","96496.5546875","96496.5546875","","",""
"1162","94648.828125","94648.828125","94648.828125","51382.26171875","51382.26171875","51382.26171875","190715.640625","190715.640625","190715.640625","96545.5625","96545.5625","96545.5625","","",""
"1163","94244.4921875","94244.4921875","94244.4921875","51381.3125","51381.3125","51381.3125","190018.984375","190018.984375","190018.984375","96527.1875","96527.1875","96527.1875","","",""
"1164","94753.1875","94753.1875","94753.1875","51391.6640625","51391.6640625","51391.6640625","190829.1875","190829.1875","190829.1875","96550.15625","96550.15625","96550.15625","","",""
"1165","94855.421875","94855.421875","94855.421875","51408.69921875","51408.69921875","51408.69921875","190213.40625","190213.40625","190213.40625","96446.21875","96446.21875","96446.21875","","",""
